period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1084c752,growth1084c752,Y1164c818,Y1173c152,growth1173c152,Y1358c484,growth1358c484,Y1456c818,Y1489c222,growth1489c222,Y1527c222,growth1527c222,Y1539c428,Y1569c586,growth1569c586,Y1602c688,growth1602c688,Y1710c124,growth1710c124,Y1757c586,growth1757c586,Y1771c268,growth1771c268,Y2137c376,Y2393c344,Y2452c376,Y24c191,Y2637c352,growth2637c352,Y2638c372,growth2638c372,Y2790c372,growth2790c372,Y3059c68,growth3059c68,Y3081c246,growth3081c246,Y3266c484,growth3266c484,Y3315c440,growth3315c440,Y3397c222,growth3397c222,Y3461c818,Y3482c344,Y3518c818,Y3697c498,Y3703c818,Y3749c428,growth3749c428,Y3804c642,Y3811c818,Y4076c818,Y4204c818,Y4252c246,growth4252c246,Y4272c376,Y4275c818,Y4345c484,growth4345c484,Y4354c818,Y4682c428,growth4682c428,Y4753c352,growth4753c352,Y4917c484,growth4917c484,Y4925c818,Y4982c344,Y596c620,growth596c620,Y603c203,Y677c32,Y684c818,Y723c554,_merge,x,r2,s,sf
201203,901832,626,4754,500961,03,0,1,0,0,0,0,0,0,0,0,0,594032,-.0888376235961914,784381,4286489,.6515064239501953,955436,-.0948257446289063,13018,2104,-.4518990516662598,145813,1.110686302185059,444,77406,.6222867965698242,100475,-.2869606018066406,561804,.4756631851196289,12223,.9124526977539063,59867,-.6262750625610352,13000,2696054,126000,1652385,58791,1.134773254394531,172303,-.238377571105957,143776,.796966552734375,19043,-1.250261306762695,118994,.2637844085693359,1041880,.2790250778198242,940170,.1321334838867188,489387,.778254508972168,168176,1041716,4887307,5995,516073,27071,-.564915657043457,35448,2794222,3769538,354161,2024611,.1212358474731445,823000,4280777,355721,.8019905090332031,2037471,155003,-.0625677108764648,83620,1.052285194396973,5298103,.0503139495849609,172490,2057628,98615,.4372272491455078,2790744,73594,42502,16670,matched (3),608740.5,.85415035,85168.414,193988.7
201204,901832,627,4754,762151,04,0,0,1,0,0,0,0,0,0,0,0,604070,.0167570114135742,983819,2047009,-.7390890121459961,1008358,.0539102554321289,67754,528,-1.382499217987061,104598,-.3322010040283203,429,50452,-.4280424118041992,111256,.1019248962402344,248112,-.8172731399536133,35949,1.078782081604004,40159,-.3992786407470703,53000,3800105,329000,2153223,21174,-1.021214485168457,227549,.278111457824707,96893,-.3946495056152344,25923,.3084306716918945,75510,-.454808235168457,1201691,.1427030563354492,1117055,.1723909378051758,209684,-.8475522994995117,87603,1173197,1066075,19289,822847,9115,-1.088541984558106,48998,2647599,2942654,796215,2141602,.0561761856079102,1065000,2000483,185597,-.650568962097168,3285822,127334,-.1966304779052734,25137,-1.20194149017334,5404957,.0199670791625977,114362,2324997,104614,.0590543746948242,2607326,110358,55473,129800,matched (3),864649.38,.85415035,122372.48,212962.41
201205,901832,628,4754,1015813,05,0,0,0,1,0,0,0,0,0,0,0,595213,-.0147705078125,1376961,1611206,-.2393960952758789,1161510,.1413984298706055,120090,14284,3.297799110412598,130262,.2194232940673828,600,57085,.1235189437866211,123327,.1030054092407227,398054,.4727077484130859,33091,-.0828399658203125,161079,1.389047622680664,152000,3566133,147000,3358401,48804,.8350381851196289,181990,-.223414421081543,91021,-.0625171661376953,109312,1.439075469970703,75340,-.002253532409668,1281196,.0640649795532227,1526031,.3119745254516602,238221,.1275968551635742,101174,1586098,16971180,9649,925500,25991,1.047828674316406,222321,4688915,4884727,1027994,2530137,.1667194366455078,1087000,8671891,255959,.3214387893676758,4818004,143775,.1214361190795898,42426,.5234203338623047,7822540,.3696928024291992,148014,2673368,88454,-.1677951812744141,2820576,71779,63819,22775,matched (3),1091214.9,.85415035,147325.86,228216.7
201206,901832,629,4754,770785,06,0,0,0,0,1,0,0,0,0,0,0,440013,-.3021154403686523,1137456,1716524,.0633182525634766,929313,-.2230310440063477,74675,265,-3.987165451049805,129703,-.0043001174926758,180,42103,-.3044223785400391,23452,-1.659883499145508,238346,-.5128650665283203,30087,-.0951681137084961,88611,-.5976381301879883,55000,5257417,43000,2153269,9000,-1.690587997436523,209857,.1424751281738281,96162,.0549440383911133,35287,-1.130691528320313,61027,-.2106952667236328,1177284,-.0845842361450195,1499753,-.0173702239990234,130512,-.6017332077026367,29973,1457649,400270,4937,436276,14967,-.5519027709960938,164132,2509345,6702381,422569,1635081,-.4365806579589844,891000,2854045,160673,-.4656457901000977,2692333,128819,-.1098413467407227,14951,-1.042983055114746,5945143,-.2744340896606445,44030,2715841,79316,-.1090431213378906,2404153,39840,6436,19393,matched (3),605396.94,.85415035,98451.688,200176.66
201207,901832,630,4754,1138048,07,0,0,0,0,0,1,0,0,0,0,0,517893,.1629648208618164,1389284,931474,-.6112880706787109,373086,-.9126367568969727,195530,1970,2.006058692932129,121646,-.0641317367553711,314,67374,.4701404571533203,28011,.1776418685913086,458635,.6545314788818359,18926,-.4635562896728516,128941,.3750982284545898,58000,4102183,345000,1758334,13895,.4343051910400391,294213,.3378772735595703,60956,-.4558820724487305,23811,-.393366813659668,71075,.1524190902709961,1226707,.0411233901977539,1849162,.2094326019287109,415811,1.15876579284668,151009,907510,597815,11683,460305,5588,-.9852256774902344,32096,2659297,7526904,544016,2135549,.2670307159423828,859000,2904065,171486,.0651302337646484,3324671,134650,.0442705154418945,37198,.9114770889282227,4887375,-.1959190368652344,139307,2714256,98098,.2125272750854492,3005145,21457,37870,24068,matched (3),1125457.6,.85415035,119634.35,211400.89
201208,901832,631,4754,1243756,08,0,0,0,0,0,0,1,0,0,0,0,467666,-.1020145416259766,261126,1261472,.3032655715942383,474846,.2411813735961914,208781,5897,1.096410751342773,247469,.710169792175293,845,125520,.6222057342529297,285940,2.323184967041016,128477,-1.272504806518555,18845,-.0042896270751953,200934,.4436216354370117,76000,4720401,354000,2170250,67542,1.581220626831055,318986,.0808429718017578,114080,.6267480850219727,93513,1.367953300476074,76570,.0744695663452148,908017,-.3008260726928711,2442820,.2784204483032227,464532,.1107997894287109,256437,1068139,188573,37829,683520,18764,1.211318016052246,87422,3040483,7564577,1614508,5632514,.9698324203491211,1038000,4478340,221518,.2560024261474609,4759322,197792,.3845367431640625,75480,.7076120376586914,7205546,.3881950378417969,147035,1905224,76152,-.25323486328125,2966725,111283,37928,49714,matched (3),1181714.9,.85415035,125311.59,214664.73
201209,901832,632,4754,981346,09,0,0,0,0,0,0,0,1,0,0,0,828492,.5718526840209961,824167,156582,-2.086454391479492,1189215,.9180583953857422,148073,1124,-1.65755033493042,78834,-1.143940925598145,673,12211,-2.330127716064453,174829,-.491973876953125,426615,1.200132369995117,6124,-1.124032020568848,71629,-1.031476020812988,112000,3997348,277000,2340582,30161,-.8062000274658203,150598,-.7505331039428711,256434,.809971809387207,69191,-.3012304306030273,34431,-.7992477416992188,934667,.0289278030395508,1923840,-.23883056640625,379926,-.201054573059082,173293,935516,250052,12760,821147,19621,.0446605682373047,580768,4534544,8274229,953019,3718302,-.4152889251708984,589000,4912610,160318,-.3233442306518555,4248049,125545,-.4545516967773438,17656,-1.452792167663574,5221484,-.3220691680908203,111386,1823585,38960,-.670196533203125,2253823,3032,54408,13320,matched (3),1074698.3,.85415035,130158.5,217529.75
201210,901832,633,4754,732188,10,0,0,0,0,0,0,0,0,1,0,0,2287926,1.015793800354004,486210,1084354,1.935159683227539,339828,-1.252609252929688,11926,6685,1.782972812652588,174590,.7950954437255859,183,97800,2.080587387084961,169652,-.0300588607788086,335793,-.2393875122070313,12992,.7521181106567383,100222,.3358879089355469,30000,4837948,266000,1781810,27860,-.0793581008911133,104355,-.3668155670166016,87267,-1.077898979187012,164173,.8640499114990234,46953,.3101902008056641,774542,-.1879186630249023,2143290,.1080188751220703,488656,.2516822814941406,47083,603091,4838551,4795,425213,16261,-.187830924987793,283814,1985462,6782156,434742,2496548,-.3983583450317383,991000,3572580,163910,.0221576690673828,3424649,160391,.2449502944946289,45009,.9357872009277344,7686783,.3867206573486328,152038,2438370,93149,.8716650009155273,2596993,280031,10368,46694,matched (3),814810.75,.85415035,108475.69,205292.31
201211,901832,634,4754,592306,11,0,0,0,0,0,0,0,0,0,1,0,2058573,-.1056327819824219,872504,652697,-.5076265335083008,245092,-.3268060684204102,31118,879,-2.028837203979492,123732,-.3443222045898438,602,87134,-.1154775619506836,172559,.0169897079467773,293213,-.1355953216552734,18589,.3582363128662109,72847,-.3190269470214844,32000,3754725,243000,1428598,79203,1.044822692871094,141385,.3036880493164063,137302,.4532098770141602,75169,-.7811813354492188,36675,-.2470521926879883,1463751,.6364860534667969,1633182,-.2718114852905273,197159,-.9076480865478516,122965,912563,4414366,13992,690094,10411,-.4459066390991211,26628,3625396,4385721,746890,1532587,-.4879512786865234,736000,3815323,222666,.3063554763793945,5090645,128649,-.2205266952514648,34269,-.2726211547851563,6576664,-.1559743881225586,118611,3015259,116060,.2199068069458008,2563381,98962,55531,5446,matched (3),767115.13,.85415035,68927.656,187427.27
201212,901832,635,4754,1280008,12,0,0,0,0,0,0,0,0,0,0,1,2196207,.0647192001342773,801636,2498412,1.342297554016113,926750,1.330050468444824,161450,1661,.6363902091979981,262601,.7525177001953125,237,111074,.2427501678466797,60687,-1.045009613037109,293569,.0012130737304688,26251,.3451337814331055,158957,.7802724838256836,189000,2792467,353000,2020214,16391,-1.575282096862793,67558,-.738499641418457,110261,-.2193326950073242,31286,-.8765678405761719,52552,.3597078323364258,701810,-.7350950241088867,968010,-.5230426788330078,268066,.3072223663330078,90785,1149158,4932069,9151,944107,28233,.9976291656494141,1760886,2248302,9702970,655420,3644183,.8661746978759766,1089000,3865491,162945,-.3122596740722656,3486261,138358,.0727567672729492,55652,.4848766326904297,7919154,.1857566833496094,205147,3098175,62549,-.6181564331054688,2564584,94754,49017,69626,matched (3),1148693.8,.85415035,109277.97,205717.36
201301,901832,636,4754,1224331,01,0,0,0,0,0,0,0,0,0,0,0,4219686,.6530284881591797,816539,1114410,-.8073301315307617,685565,-.3014402389526367,49597,708,-.8527307510375977,88488,-1.0877685546875,552,28586,-1.357279777526856,281496,1.534388542175293,335087,.1322774887084961,7098,-1.307890892028809,91117,-.5564889907836914,44000,2314429,109000,1002389,13470,-.1962671279907227,148948,.7906103134155273,73020,-.4121170043945313,181945,1.760533332824707,98197,.6251726150512695,674870,-.0391426086425781,941506,-.0277624130249023,361025,.2977142333984375,59788,682088,624951,2118,472245,15725,-.585240364074707,554708,2508966,3187373,590532,2387333,-.4229555130004883,716000,2864430,149463,-.0863637924194336,3404352,181342,.2705402374267578,49632,-.1144819259643555,7317982,-.0789499282836914,152016,3316159,142750,.8251438140869141,2050854,24532,64505,10153,matched (3),1191679.9,.85415035,101116.69,201500.73
201302,901832,637,4754,924061,02,1,0,0,0,0,0,0,0,0,0,0,2255947,-.626190185546875,430339,2336448,.7403068542480469,1318043,.6536598205566406,11354,1735,.8963184356689453,209991,.8641977310180664,202,45347,.4614267349243164,29196,-2.266086578369141,360059,.0718784332275391,16828,.8632316589355469,161321,.5712518692016602,32000,1641367,234000,849136,60551,1.503020286560059,108682,-.3151702880859375,72574,-.0061264038085938,58942,-1.127150535583496,61390,-.4697284698486328,620907,-.083338737487793,846604,-.1062469482421875,299630,-.1863985061645508,26849,434665,909184,10359,607192,13572,-.147242546081543,216685,2052378,1982852,367351,1365777,-.5584526062011719,894000,3068438,116222,-.2515468597412109,4318391,170873,-.0594644546508789,35745,-.3282251358032227,6816290,-.071019172668457,75250,2510533,72379,-.6791782379150391,2294084,11372,82984,2773,matched (3),748516,.85415035,89648.039,195996.77
201303,901832,638,4754,536614,03,0,1,0,0,0,0,0,0,0,0,0,586576,-1.347023010253906,360165,283082,-2.110651016235352,735593,-.583226203918457,28345,1576,-.0961174964904785,215447,.0256500244140625,735,10314,-1.480841636657715,112609,1.349889755249023,267724,-.2963113784790039,8223,-.7161092758178711,86284,-.6257524490356445,25000,2541115,196000,1393670,18200,-1.202064514160156,98478,-.0985937118530273,7812,-2.228945732116699,53222,-.1020822525024414,101352,.5013523101806641,667669,.0726108551025391,872208,.0297946929931641,301570,.0064535140991211,195218,824632,177779,12911,551277,12150,-.1106796264648438,144646,3540105,3699843,195387,4432640,1.177271842956543,683000,2482905,61365,-.6386623382568359,2797598,139665,-.2016735076904297,36395,.0180206298828125,5186478,-.2732610702514648,97740,4575919,90867,.2274808883666992,2242410,97787,39733,18716,matched (3),428750.41,.85415035,82703.211,192919.11
201304,901832,639,4754,1038320,04,0,0,1,0,0,0,0,0,0,0,0,634864,.0791082382202148,1568149,1937068,1.923194885253906,1134867,.43359375,65936,1746,.1024374961853027,256461,.1742620468139648,527,104653,2.317147254943848,167496,.397038459777832,209546,-.2450132369995117,51793,1.840319633483887,96493,.1118259429931641,182000,3455598,295000,1528065,60667,1.203978538513184,100539,.0207128524780273,46919,1.79276180267334,13787,-1.35074520111084,106963,.0538835525512695,832344,.2204532623291016,1197249,.3167533874511719,319301,.0571317672729492,35943,1005443,25622,20832,496282,19247,.4600257873535156,180219,1752980,6058036,397798,4621713,.0417699813842773,1212000,3018920,63644,.0364646911621094,3240815,169321,.1925497055053711,59125,.4852228164672852,7424154,.3586845397949219,296114,3972775,144939,.4669160842895508,2593546,124838,9379,13591,matched (3),1113490.8,.85415035,105408.24,203688.14
201305,901832,640,4754,920305,05,0,0,0,1,0,0,0,0,0,0,0,885545,.3327922821044922,1034120,537037,-1.282864570617676,1030468,-.0965023040771484,68262,678,-.9459352493286133,123795,-.7283496856689453,287,93419,-.1135549545288086,156223,-.0696754455566406,213133,.016972541809082,11626,-1.494010925292969,97046,.0057153701782227,102000,3271928,270000,1435305,30383,-.6915168762207031,238065,.8619976043701172,59826,.2430181503295898,99749,1.978930473327637,74679,-.3592844009399414,867491,.0413599014282227,1720097,.3623542785644531,287067,-.1064186096191406,15635,1102804,421691,14283,365858,17129,-.116581916809082,87857,1430941,4026995,170497,3458123,-.2900400161743164,899000,1756208,199505,1.142534255981445,1919174,154366,-.0924701690673828,45093,-.2709274291992188,8585599,.1453475952148438,176276,3568531,100099,-.3701534271240234,2790957,111081,14227,24946,matched (3),1051738.8,.85415035,86623.906,194632.11
201306,901832,641,4754,990147,06,0,0,0,0,1,0,0,0,0,0,0,484232,-.6036386489868164,216967,1042300,.6631183624267578,1772876,.5425901412963867,105500,434,-.4461030960083008,80458,-.4308919906616211,893,28728,-1.179222106933594,52235,-1.095531463623047,254792,.1785316467285156,15196,.2677879333496094,119868,.2112054824829102,39000,3474601,281000,1472981,55848,.6087512969970703,216110,-.0967559814453125,85296,.3546867370605469,38842,-.9431543350219727,57453,-.2622318267822266,872376,.005615234375,1916750,.108250617980957,173933,-.5010452270507813,74991,1369576,123722,15643,396515,16717,-.0243473052978516,127634,2336131,5043088,293566,3786783,.0907907485961914,1388000,2630030,211624,.0589723587036133,3244629,164621,.0643196105957031,52013,.1427669525146484,6915289,-.2163515090942383,80255,3620919,84166,-.1733684539794922,2820645,9143,71286,16991,matched (3),693804.88,.85415035,67724.891,186988.28
201307,901832,642,4754,1152982,07,0,0,0,0,0,1,0,0,0,0,0,764815,.4570693969726563,921855,1045611,.0031719207763672,1431061,-.2141876220703125,94354,499,.139561653137207,261243,1.177716255187988,1411,96966,1.216487884521484,168964,1.173933029174805,250187,-.0182390213012695,16433,.0782594680786133,143971,.1832208633422852,0,3443248,0,3797806,64138,.1384029388427734,288571,.289154052734375,190927,.8057632446289063,94094,.884791374206543,70684,.2072525024414063,1097569,.2296323776245117,2052084,.0682249069213867,220107,.2354440689086914,37133,1309576,387120,33276,472218,14159,-.1660757064819336,265236,2545913,3243190,304511,940674,-1.392675399780273,0,4306929,179828,-.1628103256225586,2591691,173902,.0548458099365234,78616,.413081169128418,6432870,-.0723142623901367,121737,3726068,113007,.2946586608886719,3480636,6908,38257,26469,matched (3),1159574.4,.85415035,113268.2,207864.48
201308,901832,643,4754,1169519,08,0,0,0,0,0,0,1,0,0,0,0,2979952,1.360028266906738,1019186,1454251,.3298892974853516,732430,-.6698036193847656,137467,8419,2.825640201568604,164469,-.4627294540405273,1635,29315,-1.196261405944824,251531,.3978805541992188,250604,.0016651153564453,13280,-.2130317687988281,84756,-.5298347473144531,80000,2948193,696000,4082327,68099,.0599250793457031,306750,.061091423034668,193409,.0129165649414063,115092,.2014379501342773,77784,.0957164764404297,888359,-.2114772796630859,2083286,.0150899887084961,338768,.4312009811401367,76533,1312938,343762,9634,845906,23961,.5260772705078125,30826,2059487,4314606,672307,4088459,1.469326972961426,1067000,3390522,230158,.24676513671875,2748512,209625,.18682861328125,34903,-.8120021820068359,7330111,.1305694580078125,157941,3748572,133775,.1687097549438477,3544423,2715,71167,23401,matched (3),1154755.3,.85415035,80654.078,192049.58
201309,901832,644,4754,1050907,09,0,0,0,0,0,0,0,1,0,0,0,667930,-1.495478630065918,997807,530422,-1.008573532104492,995911,.3072900772094727,157070,2553,-1.193221569061279,173015,.0506563186645508,1376,27831,-.0519485473632813,203911,-.2098827362060547,331683,.2803058624267578,12078,-.0948734283447266,217864,.9440937042236328,55000,2647646,416000,3134751,32216,-.7484989166259766,199933,-.4280509948730469,164777,-.1602144241333008,55927,-.721684455871582,36600,-.7538871765136719,920827,.0358963012695313,2074562,-.0041961669921875,300764,-.1189889907836914,145400,914338,270472,18676,509547,23330,-.0266876220703125,88270,2087544,3276344,338582,3021013,-.3025760650634766,959000,5036532,133757,-.5427417755126953,3116917,198597,-.0540428161621094,71269,.7138881683349609,6989450,-.0475883483886719,91443,4291502,72735,-.6093368530273438,2699597,135523,20654,30325,matched (3),875667.06,.85415035,92462.719,197300.06
201310,901832,645,4754,1119605,10,0,0,0,0,0,0,0,0,1,0,0,2675943,1.387873649597168,1195005,2229418,1.435823440551758,1464340,.385502815246582,15192,3168,.2158312797546387,167054,-.0350608825683594,1011,90211,1.176000595092773,207143,.0157251358032227,251770,-.2756633758544922,15226,.2316188812255859,60934,-1.274079322814941,77000,0,195000,3478943,109888,1.226998329162598,292287,.3797540664672852,48317,-1.226809501647949,76945,.3190431594848633,100995,1.015022277832031,852093,-.0775766372680664,2665972,.250819206237793,213726,-.3416309356689453,66258,0,280964,20231,1016565,29737,.2426519393920898,144000,2322754,3347639,566854,1560592,-.6605262756347656,1054000,3941341,102285,-.2682609558105469,40221796,201746,.0157318115234375,85154,.1780004501342773,9846321,.3426952362060547,86668,0,87833,.1886148452758789,3316788,79870,21189,82896,matched (3),1205112.6,.85415035,93875.766,197966.2
201311,901832,646,4754,1085134,11,0,0,0,0,0,0,0,0,0,1,0,2302377,-.150360107421875,570073,1871755,-.1748647689819336,785977,-.6222324371337891,74244,607,-1.652327060699463,108445,-.4320745468139648,269,76951,-.1589822769165039,157935,-.2712249755859375,219375,-.1377334594726563,48886,1.166485786437988,55623,-.0911941528320313,36000,2265538,177000,2463326,35259,-1.136740684509277,290431,-.0063695907592773,36366,-.284149169921875,30734,-.9177207946777344,50776,-.6876468658447266,2376993,1.025896072387695,1860565,-.3596887588500977,286772,.2939920425415039,53035,1112810,229107,5456,508279,14895,-.6913661956787109,76144,2903708,2976867,381591,4076859,.960261344909668,763000,3330784,78558,-.2639265060424805,5134664,155985,-.2572498321533203,25262,-1.215160369873047,7278618,-.3021564483642578,80077,4273633,115507,.2738933563232422,2206150,71816,40820,6666,matched (3),1141878.1,.85415035,84120.688,193531
201312,901832,647,4754,1089016,12,0,0,0,0,0,0,0,0,0,0,1,2594712,.1195335388183594,411600,887218,-.7465410232543945,1538341,.6715316772460938,32039,160,-1.333354949951172,130355,.1840190887451172,432,18212,-1.44108772277832,349452,.7941818237304688,121609,-.5899715423583984,29152,-.5169668197631836,108230,.6656618118286133,50000,2817641,222000,2867515,18539,-.6428442001342773,79266,-1.298557281494141,91775,.9257059097290039,30386,-.011387825012207,18117,-1.030572891235352,2746573,.1445178985595703,1149188,-.4818248748779297,343638,.1809015274047852,138195,1368838,451561,23331,1004214,12077,-.2097225189208984,183747,2444685,3224599,213656,4687487,.1395692825317383,951000,3656376,974896,2.51849365234375,3380109,117886,-.2800416946411133,71020,1.033660888671875,7027928,-.0350484848022461,371502,4572359,58505,-.6802186965942383,2108943,117835,56637,18146,matched (3),1023791.6,.85415035,92771.992,197445.19
201401,901832,648,4754,1089065,01,0,0,0,0,0,0,0,0,0,0,0,2545787,-.0190353393554688,563625,1857326,.7388029098510742,658176,-.8489875793457031,71877,1041,1.872763156890869,188263,.3675785064697266,286,133534,1.992275238037109,312283,-.1124563217163086,162022,.2869205474853516,33172,.1291818618774414,250311,.838444709777832,67000,3055260,590000,1741871,56222,1.109431266784668,435157,1.702898025512695,67817,-.3025274276733398,112269,1.306916236877441,109944,1.803119659423828,3355214,.2001609802246094,1056474,-.0841188430786133,161074,-.7577247619628906,340663,1262337,24547,5637,527420,16523,.3134498596191406,295322,2898766,3956306,112102,5817804,.2160263061523438,1025000,3220937,5303382,1.693769454956055,3595290,241805,.7184133529663086,119373,.5192909240722656,9491052,.3004579544067383,408581,5473260,136908,.8501968383789063,2380624,41255,41126,13227,matched (3),1273134.4,.85415035,109062.45,205602.95
201402,901832,649,4754,267291,02,1,0,0,0,0,0,0,0,0,0,0,596241,-1.451550483703613,147496,1374519,-.3010339736938477,858950,.2662391662597656,25070,127,-2.103749752044678,134424,-.3368415832519531,130,25007,-1.675200462341309,112636,-1.019747734069824,225560,.3308544158935547,20317,-.4902477264404297,61147,-1.409422874450684,34000,2408593,238000,2139766,37406,-.4074764251708984,22001,-2.984619140625,18614,-1.292899131774902,13599,-2.110901832580566,46878,-.8524227142333984,2995277,-.1134786605834961,982197,-.0728998184204102,319219,.6840133666992188,65108,1361750,461248,8058,261634,12411,-.2861700057983398,69846,2108442,1342099,63508,3643460,-.4679889678955078,766000,2508372,2896345,-.6048946380615234,2927683,171504,-.3435249328613281,21546,-1.712062835693359,4843275,-.6727590560913086,156161,3053265,84198,-.4861383438110352,2265772,27708,71187,22313,matched (3),219475.67,.85415035,126285.88,215234.95
201403,901832,650,4754,1298054,03,0,1,0,0,0,0,0,0,0,0,0,818267,.3165435791015625,720354,2249855,.4927616119384766,71062,-2.492158889770508,6321,2970,3.152130126953125,160322,.1761856079101563,394,117006,1.543068885803223,328696,1.070971488952637,276138,.2023143768310547,14602,-.3302993774414063,102958,.5210399627685547,26000,2803111,335000,2432647,91309,.8924179077148438,146214,1.893983840942383,52908,1.04464054107666,54094,1.38072681427002,56014,.1780538558959961,3337970,.1083259582519531,1326708,.300663948059082,650264,.7115011215209961,194702,1189226,1303128,28290,1255456,21062,.5288877487182617,174599,2905623,2319071,405644,4001647,.0937719345092773,1219000,3123194,2755216,-.0499544143676758,3097536,245033,.3567867279052734,140601,1.875736236572266,4733123,-.023005485534668,130970,4429366,114087,.3037900924682617,2991464,78122,102645,0,matched (3),1043915.1,.85415035,109591.25,205883.95
201404,901832,651,4754,1171650,04,0,0,1,0,0,0,0,0,0,0,0,813808,-.0054636001586914,1944083,393068,-1.744638442993164,1560151,3.088985443115234,68223,2066,-.362947940826416,225679,.3419294357299805,348,94243,-.2163486480712891,84890,-1.353776931762695,273832,-.0083856582641602,54627,1.319369316101074,75018,-.3165931701660156,24000,3860370,230000,3163865,37297,-.8953361511230469,151476,.0353555679321289,102331,.6596584320068359,106300,.675541877746582,52473,-.065302848815918,4193733,.2282285690307617,1937184,.3785343170166016,110179,-1.775272369384766,114906,1422594,912472,8238,230770,21713,.0304403305053711,14187,1862830,2573513,225719,3468200,-.1430702209472656,1148000,3589956,1722484,-.4697284698486328,2671350,220544,-.1052961349487305,74584,-.6339998245239258,5492829,.1488580703735352,103734,4206711,105697,-.0763845443725586,2641663,144257,28437,24667,matched (3),1337786.6,.85415035,118257.77,210624.92
201405,901832,652,4754,952396,05,0,0,0,1,0,0,0,0,0,0,0,1125136,.3239345550537109,1051657,1161991,1.083908081054688,907118,-.5422649383544922,50501,2005,-.0299701690673828,254441,.1199550628662109,845,52111,-.5924997329711914,204700,.8801889419555664,205072,-.289154052734375,57544,.0520219802856445,191973,.9396266937255859,75000,2984926,480000,2786385,67248,.5894737243652344,253598,.5153226852416992,29890,-1.230688095092773,24695,-1.459664344787598,25408,-.7252349853515625,3625843,-.1455039978027344,2006518,.0351657867431641,397491,1.283065795898438,124550,1546219,560972,20615,644577,65771,1.108267784118652,295991,2188165,2435147,217335,4054872,.1562833786010742,808000,3250242,1316118,-.2690811157226563,3180794,185901,-.1708822250366211,98430,.2774190902709961,7727972,.3414030075073242,233528,4256860,97147,-.0843515396118164,3680609,13936,45816,13541,matched (3),995762.88,.85415035,74582.75,189579.92
